"text","rating"
"Summary: This paper proposes a risk‑sensitive RL objective for LLM fine-tuning with verifiable rewards. Concretely, the authors replace the mean-reward objective with the exponential-utility formulation that interpolates between mean and max reward, yielding a simple ""drop‑in"" advantage estimator for GRPO. The paper argues this encourages exploration from sharply peaked pretrained policies and improves pass@k while preserving pass@1. Empirically, the method is evaluated on six math benchmarks and several LLMs, reporting consistent pass@k gains and mostly non‑degrading pass@1. A small bandit study and lemmas provide intuition/theory.
Strengths: 1. Clear, readable paper with helpful figures. The exposition around the exploration dilemma and how the exponential utility shifts gradient mass toward hard prompts is crisp. The overview figure and the derivation culminating in Equaqtion 7 are easy to follow.

2. RS‑GRPO only alters the advantage computation, making it nearly ""plug‑and‑play"" for GRPO pipelines. This is appealing for practitioners.

3. The study covers multiple LLMs and benchmarks; pass@k curves across k=1..1024 are shown in Fig. 4, and $\\beta$‑ablations (Fig. 5) help quantify the trade‑off between exploration and convergence.

4. Lemmas in section3.2 show that, in a bandit, risk-neutral PG can reduce probability on the optimal arm (Lemma 2), whereas risk‑sensitive PG increases it for sufficiently large $\\beta$ (Lemma 3), with diminishing gains if $\\beta$ is too large (Lemma 4). The toy bandit (Fig. 3) visually supports this.
Weaknesses: 1. Limited novelty. The exponential-utility objective and risk‑sensitive policy gradients are classical (e.g., Howard & Matheson; Mihatsch & Neuneier), and the paper essentially instantiates that objective as a reweighted advantage for GRPO (Eq. 7-8). The algorithmic delta is small and conceptually straightforward---primarily a different per‑sample weighting. Theoretical results are restricted to a bandit setting; there is no analysis in sequence‑generation or RLVR settings beyond intuition. This makes the contribution marginal.

   - Table 2 (p.8) shows RS‑GRPO usually adds ~+3–5 points in pass@32 over GRPO (sometimes less), while pass@1 is often flat and occasionally lower. For instance, on Llama‑3.1‑8B‑Instruct AIME24, pass@1 drops from 9.9 (GRPO) to 9.4 (RS‑GRPO); on AIME25 it drops from 1.2 to 0.6. The Qwen2.5‑Math‑1.5B MATH500 pass@1 also decreases slightly (80.2$\\rightarrow$78.1). These are small but non‑negligible regressions.

2. The comparison to pass@k optimization baselines uses k=4 for those methods and $\\beta$=2 for RS‑GRPO. Although the paper argues this equalizes the advantage magnitude (Fig. 8), the mapping between k and $\\beta$ is not unique. Baselines might benefit from a small hyperparameter sweep; it is unclear if they were tuned comparably to RS‑GRPO.

3. There are some design choices that look unnatural to me.

   - No KL regularization is used during RL (Table 3). This can lead to policy drift; evaluating safety, verbosity, or formatting regressions would strengthen the case that risk‑seeking exploration is benign beyond accuracy.

   - Risk‑seeking emphasizes tail rewards and may amplify false positives from the verifier. There is no experiment where the reward is intentionally perturbed or partially noisy to test robustness.

   - Many benchmarks use N=1024 samples per problem at evaluation. It would help to quantify gains at small k (e.g., k in {4,16}) under fixed compute budgets and to report training FLOPs/tokens; the training curves (Fig. 5-6) stop at a few hundred steps but do not translate to compute cost.

4. There is a gap between the theory statements and experiments. The claims are theoretically justified only for bandits and do not consider sequence-level credit assignment, KL penalties, or importance sampling present in practical RLVR. Extending the analysis (even approximately) to token-level updates or to a simple MDP with stochastic rewards would increase significance.","Weak Accept"
"Summary: The paper proposes CONNAS, a gradient-based NAS framework that finds the optimal feasible neural network architecture that satisfies a set of hardware constraints (number of parameters, FLOPS, and peak memory usage, etc.). The problem is defined as choosing the optimal subset of operations from a supernet by optimizing both the architecture weight and the operation weight. Unlike existing differentiable methods that include hardware regularization terms in the loss function, CONNAS directly modifies the gradient direction to favor the architecture that satisfies the hardware constraints. For each architecture weight, they find a normalized unit vector by aggregating all directionalities that point from candidates not satisfying the constraint, to the ones that do. Then, the vector is weighted and added to the gradient to push the update away from constraint-unsatisfying candidates, and towards the satisfying ones.  
The method is evaluated on two benchmark tasks, NATS-Bench-TS and NATS-Bench-SS, and against gradient-based NAS methods that use hardware-aware regularization terms. The authors show the searched architecture has better predictability whilst better conforming to the given hardware constraints.
Strengths: **[S1]** Simple and modular mechanism for constraint enforcement.
CONNAS steers the architecture update using a geometrically defined direction dir_{C} computed from local candidate substitutions instead of crafting differentiable hardware surrogates and tuning the weights. In addition, CONNAS demonstrates a clean adaptation of CGGD to NAS without performance degradation.

**[S2]** Solid empirical evidence on multiple constraint types and search spaces
On NATS-Bench-TS/SS across CIFAR-10, CIFAR-100, and ImageNet16-120, CONNAS achieves a low relative error compared to the optimal feasible architectures while consistently satisfying constraints. In CSS-MEM, CIFAR-10 shows a 0.14% relative error, and strong results hold for PARAM and FLOPs as well, as shown in Table 2 and Figure 2. Furthermore, the paper reports an ablation on the rescale factor R, demonstrating robustness for moderate R in Appendix B.

**[S3]** Practicality in real scenarios on edge-ML cases.
By presenting experiments on induction-motor fault diagnosis under explicit MCU-level (STM32 family) budgets and within a large 1.94B-architecture 1D-conv search space, the paper shows consistent outperformance over handcrafted baselines under comparable budgets. Providing a practical scenario further strengthens the paper’s motivation for edge-ML applications.

**[S4]** Good writing
The overall presentation of the paper is good and easy to follow. The authors describe their approach in detail with well-defined terms.
Weaknesses: **[W1]** Missing baselines and fairness should be stronger. 
The paper does seem to discuss existing solutions. In my search, it appears there are several existing works on hard-constrained NAS, and some of them are very similar to this work, including Hardcore-NAS [1], HDX [2], or TF-NAS [3]. I believe the authors should clearly discuss the difference and additional novelty over these, preferably with experimental comparison.

[1] Nayman, N. et al., ""Hardcore-nas: Hard constrained differentiable neural architecture search."" ICML, 2021.

[2] Hong, D. et al., “Enabling hard constraints in differentiable neural network and accelerator co-exploration”, DAC, 2022.

[3] Hu, Y. et al., ""TF-NAS: Rethinking Three Search Freedoms of Latency-Constrained Differentiable Neural Architecture Search"", ECCV, 2020 

**[W2]** The experiments lack comparison under varying difficulty of the constraints. The authors mention “The constraints are chosen such that about 50% of the architectures in each search space meet them”, which seems to be a rather easy bar to meet. In my opinion, methods like this would be much more valuable and convincing when the constraints are sufficiently rigorous that handcrafting or sampling methods fail to find a good candidate. Can the authors evaluate their method under different levels of constraint difficulty (e.g., 25%, 10%, or 5% of architectures satisfying the constraints) to better assess its robustness and effectiveness?

**[W3]** Theoretical fallbacks when moving CGGD to architecture parameters should be discussed more. 
The convergence statement in Sec3.3 relies on CGGD’s guarantee when R >1 and shortest-path directions yield convergence to the feasibility region. However, when mapping from \\alpha to a discrete architecture via Gumbel Softmax annealing and the local replace-one-edge construction of dir_C, the resulting dir_C could violate the assumptions underlying the original convergence guarantee. A formal theorem should strengthen the claim.

**[W4]** Hardware-aware evaluation relies on analytical metrics not device measurements.
For NATS-Bench, hardware metrics are computed analytically, as shown in Appendix A, rather than measured on devices or by learned LUT regressors for a target platform. This condition reduces deployment realism and could introduce bias.

**[W5]** There is a lack of explanation behind how the manually designed baseline architecture was found. When the authors say “best manually designed model”, how was this model obtained? Did it go through a systematic search process? Is it just based on expert intuition? Appendix F only lists the outcome of such handcrafting and does not explain the process. To make the evaluation results more convincing, the authors should detail this process clearly in the paper.","Weak Accept"
"Summary: This paper proposes One-Step Flow-Q-Learning, an offline RL algorithm that enables one-step action generation during both training and inference. The method is closely related to DQL but leverages the average velocity parametrization following MeanFlow. The action sampling in this parametrization can be done in a single step, which reduces inference cost and avoids the huge computation and memory costs of backpropagation through the multi-step sampling chain. Experiments on the D4RL benchmark show that OFQL surpasses all other included baselines in overall performance.
Strengths: 1. The method shows empirical advantages in policy performance, training speed and inference time. 
2. The paper is easy to follow.
Weaknesses: 1. The proposed method lacks novelty. The only main difference between the proposed method and DQL is replacing the diffusion loss in actor training with a MeanFlow loss.
2. The experiments are not adequate. Only results on state-based D4RL tasks are included, and no visual observation task results are reported.
3. The argument in Lines 262-264 is not clear. Flow matching cannot ""in principle, enable one-step generation"", as the sampling trajectory is straight only when the target distribution is a delta distribution or when rectification or similar techniques have been used. The following sentences in this paragraph are accurate.","Weak Reject"
"Summary: This paper addresses the challenge that traditional and static embeddings in e-commerce cannot handle the rapid introduction of new products without costly retraining. The authors propose a framework called Lifelong-Learning Embeddings, which is designed to (1) incrementally add new tokens to the embedding table, (2) adapt the embedding dimensionality to balance performance and efficiency, and (3) use continual learning strategies to prevent ``catastrophic forgetting'' of previously learned information. Experiments on a real-world industrial dataset and two public benchmarks show that LLE outperforms static embeddings in accuracy, while only incurring a modest training-time overhead.
Strengths: 1. This paper studies the incremental learning in recommender systems, which is an interesting investigation with practical deployment consideration.
2. The experimental results demonstrate the effectiveness of the proposed methods over several baselines.
Weaknesses: 1. The primary concern with this paper is the insufficient motivation. Given the proposed setting of weekly data updates, this already constitutes a relatively low-frequency batch update strategy that is entirely feasible in industrial practice. More critically, the experimental results reveal a non-trivial gap between the proposed method and the upper bound. For AUC as the evaluation metric (the paper does not clearly specify whether this is a CTR prediction task), AUC is typically a ranking metric that tends to yield relatively high scores. Therefore, while the numerical differences may appear modest, they actually represent significant performance degradation in real-world e-commerce scenarios. Additionally, the proportion of new products introduced each week is inherently low, making full model retraining actually manageable for e-commerce platforms, which are extremely eager to maximize commercial profits and are willing to sacrifice computational costs (linear computational overhead is typically acceptable in such scenarios). Consequently, this incremental learning approach seems unnecessary for weekly update frequencies. In practice, asynchronous embedding table updates would be entirely viable at this cadence. In addition, the proposed method might be more compelling and well-motivated for daily update scenarios.
2. The paper presentation requires further polishing. Several issues need attention, including but not limited to: Lines 55, 181, and 212.","Weak Reject"
"Summary: Based on the observation that predictive coding networks suffer significant performance degradation beyond five to seven layers despite are effective in shallow architectures, this work proposes two algorithmic improvements (spiking precision and a novel weight-update mechanism) and two structural improvements (PCtailored batch normalization and auxiliary neurons for skip connections) that enable PC to achieve competitive performance with backprop on image classification benchmarks. While the motivation is clear, the related background and contribution significance should be clarified in detail.
Strengths: This work may first reveal that the energy is orders of magnitude larger in layers closer to the output  in models trained with predictive coding (PC).

To regulate the energy imbalance and improves test accuracy in deep PC models and the case  incremental PC (iPC), this work proposes dynamical precision-weightings that depend on both time and layer depth, e.g. spiking precisions, that can achieve performance comparable to backpropagation in deep networks.

To achieve the goal of slowing down the feedback signal of the skip connections so that it reaches the higher layers at the same time as the main one, this work proposes to add extra families of neurons inside the skip connection that can reach performance comparable to these of backprop on ResNet18 with PC and iPC.
Weaknesses: More details are needed to derive Equations (2) and (3).

Are the model and analysis suitable for transformer architecture?

If the algorithm's effect is only comparable to the backpropagation effect, what is its significance or advantage? It is necessary to first explain the relevant background or significance in detail.

The comparison of relevant algorithms still needs to be strengthened, and the contribution significance over related state-of-the-art works should be highlighted.

A pseudocode needs to be added to demonstrate how this algorithm operates and how to conduct related experiments.","Weak Reject"
"Summary: This paper proposes Complexa, a generative framework for fully atomistic protein binder design that claims to unify generative and hallucination-based paradigms. The model builds upon La-Proteína (Anonymous, 2025) using a partially latent flow-matching architecture and introduces (1) a new synthetic binder–target dataset called Teddymer derived from domain–domain interactions in AlphaFold Database monomers, and (2) test-time optimization strategies such as beam search, Feynman–Kac steering, and Monte Carlo Tree Search. The authors argue that this unification improves binding success rates under normalized compute budgets.
Strengths: The paper provides a comprehensive engineering system integrating generative pretraining, dataset synthesis, and inference-time optimization.

The construction of Teddymer—though synthetic—could be a useful large-scale dataset for structural learning.

The writing is technically detailed and clear, with ablation studies and code-release commitment.

The topic of scaling test-time compute for binder design is timely and of interest to the ICLR community.
Weaknesses: Unclear contribution beyond La-Proteína.  
The proposed architecture directly extends La-Proteína’s partially latent flow-matching model with an added conditioning token for target residues. While the authors emphasize “unifying generative and hallucination methods,” this mainly translates into using La-Proteína’s backbone plus inference-time sampling and optimization (beam search, MCTS) already well-known from diffusion models. The methodological novelty appears incremental, not conceptual. It is unclear what fundamentally distinguishes Complexa from La-Proteína aside from adding conditioning and test-time heuristics.

No rigorous comparison with latest state-of-the-art works.  
Despite citing BoltzDesign (Cho et al., 2025) and BindCraft (Pacesa et al., 2025) in the related-work section, the experiments do not include direct quantitative or qualitative comparisons with these models under standardized benchmarks. These are the leading methods for atomistic binder design that already implement optimization over structure predictors and incorporate differentiable docking. Without such baselines, it is impossible to judge the claimed “state-of-the-art” performance.

Questionable novelty of “test-time scaling.”  
The adaptation of test-time compute scaling (Best-of-N, Beam Search, MCTS) is straightforward and mirrors what is standard in diffusion and flow-based generative modeling in language, vision, and molecule generation. There is no specific algorithmic innovation tailored to protein structures, nor theoretical analysis of why such scaling improves binder discovery.

Marginal improvement and unclear biological impact.    
Reported “unique success” metrics show numerical gains over older baselines such as RFDiffusion or APM, but do not exceed or even match the scale and biochemical relevance achieved by recent multimodal systems like AlphaFold 3, Boltz-2, or Chai-2. There is no wet-lab validation, no docking energy correlation, and no experimental evidence that the generated binders are meaningful beyond AlphaFold confidence metrics.

Ambiguous conceptual framing.  
The paper repeatedly emphasizes “bridging generative and hallucination approaches,” yet the implementation merely combines a pretrained generator with structure-score-guided search. This framing risks overstating what is essentially a hybrid of established techniques. Moreover, the term “scaling atomistic protein binder design” is misleading—there is no clear demonstration of scaling laws, compute efficiency, or emergent capability analyses.","Weak Reject"
"Summary: The paper treats the data distribution of each client in federated learning as an independent ""task"" and uses the Task2Vec method to generate a fixed-dimensional embedding vector for each client. These embedding vectors together constitute the geometric representation of the entire federation.
Strengths: The paper cleverly reapplies the Task2Vec embedding technique, which originates from transfer learning, to the diagnostic problem of federated learning, which is a novel and insightful perspective.
Weaknesses: The paper suffers from several shortcomings:

**Construction is simplistic:** The paper reads more like an experimental report, failing to clearly describe the experimental motivation and methodology.

**Single Probe Network Selection:** The entire study relies on a single pre-trained ResNet34 model as the probe network for Task2Vec. The paper does not explore whether using different architectures (such as ViT) or pre-training the probe network on different datasets affects the effectiveness and generalization ability of the readiness index, which could be a potential limitation of the method.

**Small Federated Scale:** The experiments only cover scenarios with 10 and 20 clients. This is sufficient for validating the concept, but real-world federated learning systems may involve hundreds, thousands, or even millions of clients. The scalability and predictive performance of this method under extremely large federated scenarios remain to be verified.

**Single Aggregation Strategy:** The study uses only the standard FedAvg algorithm for validation. FedAvg is known to face challenges with highly non-IID data. The paper does not examine whether the readiness index is equally applicable to predicting the performance of other more advanced aggregation algorithms designed specifically for handling heterogeneity.","Reject"
"Summary: - This paper addresses the Context Length Extension (CLE) problem for hybrid Mamba-Transformer models. While these hybrid models are computationally efficient and perform well within their training context window, the authors show they ""collapse"" catastrophically when presented with sequences longer than what they were trained on (e.g., perplexity spikes when a 4K-trained model sees 8K tokens).  
- The failure is not just due to the Transformer components, but primarily stems from a subset of ""unstable"" or ""unconverged"" heads within the Mamba layers. These heads have forget gates consistently close to 1, causing their internal state to grow uncontrollably beyond the training length. This ""state magnitude explosion"" overwhelms the outputs of other, stable heads, leading to a ""feature collapse"" where most of the model's neurons become inactive.  
- The authors introduce UPI, a training-free, closed-form method to scale the context window of hybrid models. UPI works by:  
  - Using a small calibration dataset (100 samples, <3 minutes) to find the top 20% of Mamba heads with the largest Effective Receptive Field (ERF), which are the unstable ones.  
  - For these selected heads, it scales their discretization step size $\\Delta_t$ by a factor of $\\frac{1}{n}$ (where $n$ is the context scaling factor). This effectively ""slows down"" the state updates, preventing explosive growth.  
  - It seamlessly integrates with existing Transformer CLE methods like YaRN to handle the positional encodings in the Transformer layers.
- UPI is evaluated on models like Bamba and Nemotron-H, extending their effective context from 4K/8K up to 64K tokens. It achieves substantial reductions in perplexity and improves performance on long-context benchmarks (RULER, LongBench) without any fine-tuning, outperforming baselines that combine methods like LongMamba and YaRN.
Strengths: - The paper is well written and easy to follow.  
- The paper provides the first systematic analysis of why hybrid models fail on long contexts.  
- UPI is a simple, lightweight, and highly effective. Its training-free nature and minimal computational overhead for calibration.  
- The experiments are comprehensive, using multiple benchmarks (PG-19, LongBench, RULER) and models. The results are convincing, showing dramatic improvements in perplexity and task accuracy at extended contexts.
Weaknesses: - The choice of the ""top-20% of heads by ERF"" is shown to be effective but is ultimately a heuristic. While the paper shows this selection is robust across datasets, a more theoretical or analytical justification for this specific threshold would strengthen the method.  
- The largest model tested is 9B parameters. While this is a reasonable scale, validating the method on larger hybrid models would be important to confirm its scalability.  
- The results on the pure Mamba2 model show that UPI is outperformed by the LongMamba baseline on the LongBench benchmark.  
- The tables do not include comparison to DeciMamba [1].  

[1] DeciMamba: Exploring the Length Extrapolation Potential of Mamba","Weak Accept"
"Summary: This paper addresses the problem that group fairness guarantees often fail when a machine learning model is deployed in an environment where the data distribution has shifted from the one it was trained on. The authors first provide a theoretical analysis of how distribution shifts—decomposed into covariate shift and concept shift—affect the fairness and accuracy of randomized classifiers. They derive upper bounds on both the fairness violation and the excess risk under these shifts. Based on this analysis, the paper proposes a new robust post-processing algorithm designed to learn classifiers that maintain fairness guarantees within a defined ""uncertainty set"" of potential distribution shifts. This algorithm iteratively finds the worst-case distribution shift that maximizes fairness violation and then retrains the classifier to be fair against this new shift. The algorithm is evaluated on the ""Retiring Adult"" dataset, where it is tested against geographic distribution shifts. Additional results on noisy sensitive attributes and covariate shift are included in the Appendix.
Strengths: - While other works have analyzed fairness under distribution shifts, Theorem 3.1 which decomposed the fairness violation and excess risk bounds into distinct covariate shift and concept shift components is a novel and insightful result.
-  The introduction and preliminaries do an excellent job of motivating the problem with a clear example (Fig. 1) and precisely defining the key concepts, including the fairness criteria and types of distribution shifts. The structure of this paper is easy to follow, and the results are presented clearly. There are rich contents in the Appendix with more theoretical proofs and experimental results.
- The problem of fair classification under distribution shifts is one of the most critical and practical challenges in operationalizing fair ML. This paper provides a tangible, algorithmic solution for this.
Weaknesses: - The proposed post-processing algorithm is an extension of LinearPost (Xian & Zhao, 2024). This reliance limits the work's originality, as the novel solution (Theorem 4.2) is a multi-distribution version of the original Theorem 4.1, and the proof techniques naturally follow the same ideas (as shown in Appendix D.2). More importantly, while the theoretical insights on decomposing shifts (Theorem 3.1) are general and broadly applicable, the proposed solution is narrowly tied to this specific post-processing framework.
- The entire optimization framework hinges on the specification of the uncertainty set $Q$, which is modeled via parameterized neural networks and regularized by a pair of $\\lambda_{IW}$ and $\\lambda_{CS}$. And the worse-case perturbation $q$ is optimized by gradient ascent on two-layer LeakyReLU network. This seems not making too much sense. On one hand, the distribution shifts are fully controlled by the hyper-parameters $\\lambda_{IW}$ and $\\lambda_{CS}$. The performance will vary significantly with different settings of $\\lambda$s. In a real-world scenario, a practitioner will not have access to multiple target distributions to validate these hyperparameters. On the other hand, the distribution shift itself is modeled by the simple network $q$. This adversarial learning procedure will limit the sensitivity and robustness of the distribution shifts. If the true, real-world distribution shift is more complex than this simple network can represent, the algorithm will only be robust to a small, non-representative subset of shifts, and its fairness guarantees will fail.
- The optimization of Algorithm 1 is problematic as the number of constraints is growing with the number of iterations $T$. The linear program could become very large and computationally expensive to solve.","Weak Reject"
"Summary: This paper aims to evaluate the capability of LLMs in processing the basic logical structures in real-world text. It is claimed to overcome the problem of lack of natural language in existing datasets.

In this work, the authors focuses three types of basic logical structures, and then define 9 types of questions based on them by introducing some distractors into the three basic logical structures. 

The question generation starts from source selection. Several datasets with desired logical labels are chosen. Then correct triplets are extracted from the text source and refined by paraphrasing. Distractors are then introduced to ad some noise. Finally, the questions are designed to query the logical relationship between the context and correct options.
Strengths: This paper targets the reasoning capability of LLMs, and specifically focuses on the capability to analyze over the basic logical structures, which is a good intention. In addition, the work pointed out some unnatural problem in existing benchmark, which should be an important aspect of the research in this direction.
Weaknesses: 1. The constructed questions only contain triplets extracted from original datasets with natural language usage, then the content is also not the original natural content we could encounter in daily life. In addition, the questions are simply determine the relationship between the context and the options, which does not look like a natural scenario either.

2. Some concepts are not clearly defined before usage. For example, which propositions are context propositions in the three types of logical structures focused in this work? I was guessing that it should be the first two propositions in linear and convergent structures and the first one proposition in the divergent structure. However, around line 233, it is written '.... one or both of the context propositions ...', which seems to imply that each structure has exactly two context propositions. 

3. The explanation on the logical distractor is not clear enough. More concrete examples is needed to illustrate this.

4. The distractors are generated by GPT-o3, while there seems to be no approach to validate and ensure the correctness.","Weak Reject"
"Summary: The paper proposes AgentSymbiotic, a framework where large and small LLMs improve each other through an iterative process. Large models generate high-quality trajectories for distillation, while small models explore more diverse paths that feed back into the large model’s RAG system. The method also introduces speculative data synthesis to reduce off-policy bias, multi-task distillation to keep reasoning ability, and a hybrid mode for privacy.
Strengths: The idea of having large and small models cooperate and tracking their joint improvement with a “synergy” metric is interesting and well motivated. The paper also provides some theoretical grounding for Speculative Data Synthesis, showing how it can tighten the student–teacher policy gap. The hybrid mode for privacy is a practical and thoughtful addition that makes the system more realistic. Experiments are extensive, covering several models and detailed ablations while limited to only WebArena benchmark. Overall, the paper is well written and clearly presented, with nice visualizations that make the framework easy to understand.
Weaknesses: **Major comments:**

- The main components (teacher–student speculative data synthesis, incorporating reasoning tokens during distillation, and RAG-enhanced large models) are not individually novel. However, integrating them in a systematic, iterative framework is a nice contribution.

- From Figure 3, it is not clear how the authors conclude that smaller models are more explorative than large models. In fact, it seems that Claude-3.5 visited more unique pages than others. So, maybe focusing on cost efficiency of small LLMs versus large LLMs could be a better motivation behind the symbiotic loop.

- Appendix Q seems quite important; it might be worth bringing part of it into the main paper. It would also help to clarify whether LLM-L + RAG is equivalent to the “symbiotic” setup but with the large model taking actions in the environment as well.

- Table 2 shows that improvements from the multi-task and speculative components are not uniform across sub-domains; in some cases, performance even drops. It would be useful to include a short discussion on why this happens.

- One key limitation of the paper is that all experiments are conducted only on WebArena. While the results are kind of strong, it remains unclear whether the observed improvements would transfer to other domains. Evaluating on at least one additional benchmark would make the claims more convincing.
 
**Minor comments:**

- Use \\citep when the reference is not part of the sentence.

- Add a few missing references for fine-tuning small LLMs for web tasks (e.g., [1,2]).

- [Line 391] Why was a subset of tasks used? It should be straightforward to reproduce the figure on the full benchmark.

[1] Yu et al. Demystifying Reinforcement Learning in Agentic Reasoning

[2] Vattikonda et al. How to Train Your LLM Web Agent: A Statistical Diagnosis","Weak Accept"
"Summary: In this submission, the authors introduce a routing mechanism of Mixture-of-Experts (MoE) models. The method aims to dynamically allocate tokens based on their estimated complexity: easy tokens are assigned to lightweight FFNs, and complex ones are routed to strong FFNs.  The authors state that this dynamic routing is implemented by a router trained with a “few-shot classification objective“ and a “surrogate neural network layer“. They experiment with Mistral-7B, and Llama2-7B demonstrates improvement on a series of benchmarks, including GSM8K, MMLU, and HellaSwag.
Strengths: The motivation is quite straightforward and intuitive: tokens with different complexity should not be allocated with the same computation budget.
Weaknesses: The paper suffers from severe flaws when describing the proposed method, the experiments, making the core method and the whole paper hard to understand and the results untrustworthy.

**Weakness 1 Severe Clarity Issue:** The paper fails to explain what its method and how it is applied.

- The paper applies its method to dense models (llama-2 and mistral) but does not explain the “MoEfication“ process. For example, what’s the new lightweight and strong FFN architecture and how their parameters initialized. This fundamental detail could help reader better understand the paper. The paper also mentions a ""surrogate neural network layer"" (Fig 1) and a ""Router R"" (Algorithm 1) but does not explain them well.
    
- The Eq. 1 and algorithm 1 is also confusing. For example, The paper names $D_{ctx}(t)$ as ""contextual difficulty features,"" but the paper does not define what these features are or how they are computed. The paper repeatedly mentions the ""few-shot classification objective"" (Abstract, Sec 5). But it is unclear what this task is, where the ""few-shot"" examples come from (are they from the heuristic?), or how this objective is used to train the router. Furthermore, the paper does not *state its own fine-tuning settings* (dataset, total token count, optimizer, etc.).
    

**Weakness 2 Questionable experiment results:** the paper presents problematic experiment results.

- **Skeptical Baseline Results:** Table 3 reports a baseline accuracy for Llama-2-7B on GSM8K (5-shot) of **82.6%**. This number is much higher and inconsistent with established literature.
    
- **Misleading ""Cost"" Metric:** In Table 6, the ""Cost"" column is misleading. As per Section 4.3, the cost for the proposed method (`~210M`) is the **number of fine-tuned parameters** (if I understand right), while the cost for DynaMoE (`10B`) is the **number of fine-tuning tokens**. This is highly confusing.
    
- **No performance gains on several tasks:** Table 6 shows the *base* Mistral-7B model **outperforming** the proposed method on several benchmarks (e.g., 80.2% vs 75.0% on ARC-e; 96.4% vs 86.0% on SciQ).
    

**Weakness 3 poor presentation**

In addition to present the method and experiments poorly, there are other minor things. For example, the title does not match the abstract (""Efficiency"" vs. ""Complexity""). And what is this Mistral-2 model (line 434)?","Reject"
"Summary: This paper presents an empirical study to analyze the contributions of three different modules in RL-based Object-Goal Navigation systems: perception, policy and test-time enhancement. Among these, the authors find that perception and test-time enhancements are most crucial. Based on the findings, they propose design recommendations and develop a modular system that outperforms prior baselines.
Strengths: The paper presents a diagnostic study on the contributions of different modules in RL-based ObjectNav systems, and provides useful insights that will benefit the community.
Weaknesses: Overall, I find the study reported in the paper and the insights drawn to be useful for future research. However, I have some questions (listed below) and would request the authors to provide more clarification.","Weak Accept"
"Summary: This paper proposes a causal discovery algorithm called MosaCD. MosaCD improves constraint based causal discovery methods using LLMs and non-collider-identification first approach. Techniques such as shuffling queries are employed to address hallucination problems in LLMs. Experiments are performed on several datasets to show the advantages of MosaCD compared to baselines.
Strengths: 1. The paper tackles an important problem of causal discovery
2. The paper is mostly written well and easy to understand
Weaknesses: Major:

1. In the abstract and related work, the paper states that existing methods using LLMs for causal discovery assume perfect experts. However, methods that treat LLMs as imperfect/noisy experts do exist (see [1–3]).

2. As stated in Section 3, MosaCD relies on the idea that “estimated conditional independences can indeed be due to limited power of statistical tests.” However, the MosaCD algorithm starts from a skeleton obtained using conditional-independence tests (beginning with a complete graph). How is reliance on the skeleton obtained from CI tests justified?

3. In Line 5 of the algorithm, when there exists a semi-directed path between $X$ and $Y$ and also  an undirected edge $X-Y$, what is the intuition behind orienting $X\\to Y$

4. In the MosaCD algorithm, LLMs are provided with p-values and conditional-independence statements. How can an LLM effectively make use of p-values?

4. In the experiments, MosaCD is not compared against other families of causal-discovery methods such as score-based and continuous optimization–based methods. Also, some LLM-based methods (e.g., [1,2]) are not included as baselines.

5. Why is the structural Hamming distance (SHD) metric not reported in the results? Why is only one base LLM (GPT-4o-mini) used? Why is “Meek” considered a separate baseline—shouldn’t it be part of the PC algorithm?


Minor:

1. Explicitly state the assumptions about the underlying causal graph, such as the no-hidden-confounding assumption.

2. In the introduction, it is written that constraint-based methods are computationally efficient. However, constraint-based methods can be computationally inefficient: when the graph size is large, the number of conditional-independence tests required for graph recovery can be prohibitively large. Also, it is written that constraint-based methods are state-of-the-art. Due to computational challenges, alternatives such as score-based methods and optimization-based methods are often used.


References:

[1] Long, Stephanie, et al. ""Causal discovery with language models as imperfect experts.""

[2] Vashishtha, Aniket, et al. ""Causal inference using LLM-guided discovery.""

[3] Ban, Taiyu, et al. ""From query tools to causal architects: Harnessing large language models for advanced causal discovery from data.""","Reject"
